Date,MW
2024-06-23,505.09450000000004
2024-06-24,505.4948593984962
2024-06-25,542.5894646616541
2024-06-26,531.5910360902255
2024-06-27,472.6805330827068
2024-06-28,515.0109413533835
2024-06-29,431.1931180451127
2024-06-30,293.6322909774436
2024-07-01,302.622515037594
2024-07-02,223.10495413533832
2024-07-03,191.199407518797
2024-07-04,429.97286090225566
2024-07-05,203.78123684210524
2024-07-06,369.98389398496244
2024-07-07,324.18432631578946
2024-07-08,303.17661578947366
2024-07-09,358.44546917293235
2024-07-10,365.56595413533836
2024-07-11,466.08865939849625
2024-07-12,137.03579323308273
2024-07-13,319.32943308270677
2024-07-14,421.3284
2024-07-15,394.2062631578947
2024-07-16,293.2700278195489
2024-07-17,407.1027157894737
2024-07-18,481.6432187969925
2024-07-19,431.1554578947368
2024-07-20,452.2953443609022
2024-07-21,240.5859052631579
2024-07-22,410.5553022556391
2024-07-23,244.62285864661655
2024-07-24,428.23502631578947
2024-07-25,279.89396842105265
2024-07-26,337.73375714285714
2024-07-27,262.28823984962406
2024-07-28,471.37014736842104
2024-07-29,536.2405759398497
2024-07-30,504.3994751879699
2024-07-31,284.4334631578947
2024-08-01,214.77844436090226
2024-08-02,369.2613684210526
2024-08-03,246.68624360902257
2024-08-04,264.9047962406015
2024-08-05,516.9620368421052
2024-08-06,478.7404105263158
2024-08-07,311.8216090225564
2024-08-08,415.5429278195489
2024-08-09,278.76797067669173
2024-08-10,495.75054210526315
2024-08-11,510.1787428571429
2024-08-12,482.59343759398496
2024-08-13,394.4890556390978
2024-08-14,252.62956315789475
2024-08-15,409.7776413533835
2024-08-16,147.13831578947367
2024-08-17,342.67687067669175
2024-08-18,320.68547744360905
2024-08-19,433.387807518797
2024-08-20,265.2075248120301
2024-08-21,413.64634210526316
2024-08-22,426.00478571428573
2024-08-23,228.41242706766917
2024-08-24,281.993469924812
2024-08-25,393.1863729323308
2024-08-26,373.36192481203005
2024-08-27,470.1599105263158
2024-08-28,467.2544060150376
2024-08-29,382.5811909774436
2024-08-30,208.6302879699248
2024-08-31,404.3634218045113
2024-09-01,413.7957684210526
2024-09-02,337.5191060150376
2024-09-03,152.2962052631579
2024-09-04,161.9689932330827
2024-09-05,135.86627894736844
2024-09-06,58.58822481203008
2024-09-07,308.3326751879699
2024-09-08,351.4042172932331
2024-09-09,169.19194887218043
2024-09-10,151.10275714285714
2024-09-11,329.897215037594
2024-09-12,265.30373909774437
2024-09-13,256.56726165413534
2024-09-14,345.9997744360902
2024-09-15,372.09980225563913
2024-09-16,209.74165112781955
2024-09-17,294.2644067669173
2024-09-18,301.44274285714283
2024-09-19,387.92596766917296
2024-09-20,392.4509375939849
2024-09-21,381.10682406015036
2024-09-22,160.18295639097744
2024-09-23,210.6763902255639
2024-09-24,135.46252330827068
2024-09-25,128.4608954887218
2024-09-26,172.11116090225565
2024-09-27,135.5687210526316
2024-09-28,278.52281578947367
2024-09-29,243.03783458646618
2024-09-30,81.50443383458646
2024-10-01,99.89993007518798
2024-10-02,187.36763759398497
2024-10-03,287.31662330827066
2024-10-04,316.7663796992481
2024-10-05,359.5869526315789
2024-10-06,270.86545864661656
2024-10-07,252.87485864661653
2024-10-08,189.45574436090226
2024-10-09,54.47983007518797
2024-10-10,127.4879120300752
2024-10-11,233.85966842105262
2024-10-12,82.52386015037594
2024-10-13,183.05166541353384
2024-10-14,62.8626954887218
2024-10-15,142.00997518796993
2024-10-16,161.62307514880953
2024-10-17,99.81889806547618
2024-10-18,56.1510625
2024-10-19,91.4384568452381
2024-10-20,108.98755505952381
2024-10-21,45.114906994047615
2024-10-22,211.1807961309524
2024-10-23,267.31462202380953
2024-10-24,274.5737857142857
2024-10-25,229.4948132440476
2024-10-26,229.21187648809524
2024-10-27,162.8593244047619
2024-10-28,103.36187872023808
2024-10-29,66.47148288690475
2024-10-30,47.84265773809524
2024-10-31,161.74833407738095
2024-11-01,29.840587797619047
2024-11-02,36.77439508928571
2024-11-03,78.78839657738095
2024-11-04,111.89005208333334
2024-11-05,76.65110193452381
2024-11-06,25.38951785714286
2024-11-07,28.321604910714285
2024-11-08,18.13710788690476
2024-11-09,22.39166369047619
2024-11-10,27.680299107142858
2024-11-11,101.438515625
2024-11-12,63.333827380952386
2024-11-13,101.60497619047618
2024-11-14,45.7697775297619
2024-11-15,29.743068452380953
2024-11-16,41.12663169642857
2024-11-17,71.61998883928571
2024-11-18,75.54986458333333
2024-11-19,9.43159375
2024-11-20,110.11589880952381
2024-11-21,29.50578125
2024-11-22,72.08021875
2024-11-23,31.91513020833333
2024-11-24,104.45733258928571
2024-11-25,12.257107142857143
2024-11-26,78.51162276785715
2024-11-27,15.828194196428573
2024-11-28,139.75657366071428
2024-11-29,168.92873958333334
2024-11-30,123.0243549107143
2024-12-01,103.37541889880951
2024-12-02,62.753605654761905
2024-12-03,55.88865401785714
2024-12-04,42.95164211309524
2024-12-05,11.353347470238095
2024-12-06,72.91284449404762
2024-12-07,53.352659226190475
2024-12-08,19.47575744047619
2024-12-09,12.91710044642857
2024-12-10,9.75158482142857
2024-12-11,10.815704613095239
2024-12-12,22.18294642857143
2024-12-13,17.74230431547619
2024-12-14,21.274043154761905
2024-12-15,23.468267113095237
2024-12-16,19.12291517857143
2024-12-17,26.623988839285715
2024-12-18,23.77514211309524
2024-12-19,27.733385416666664
2024-12-20,101.43602083333333
2024-12-21,15.440877232142858
2024-12-22,50.798864583333334
2024-12-23,50.72785044642857
2024-12-24,15.113831845238096
2024-12-25,15.915022321428571
2024-12-26,25.70830580357143
2024-12-27,44.344825892857145
2024-12-28,121.56230654761904
2024-12-29,16.232746279761905
2024-12-30,18.24316369047619
2024-12-31,24.213470238095237
2025-01-01,10.434817708333334
2025-01-02,84.32342261904762
2025-01-03,109.78997544642858
2025-01-04,57.840136904761906
2025-01-05,8.48650074404762
2025-01-06,24.216957589285716
2025-01-07,43.789603422619045
2025-01-08,38.87269345238095
2025-01-09,27.20254166666667
2025-01-10,107.283421875
2025-01-11,62.11615327380952
2025-01-12,60.80878422619047
2025-01-13,175.7224129464286
2025-01-14,89.28519047619048
2025-01-15,22.66189880952381
2025-01-16,31.873440476190478
2025-01-17,34.90141741071428
2025-01-18,19.80803943452381
2025-01-19,26.34724851190476
2025-01-20,29.19634226190476
2025-01-21,83.77271428571429
2025-01-22,21.369979910714285
2025-01-23,64.62488690476191
2025-01-24,18.189066220238097
2025-01-25,41.497293154761905
2025-01-26,75.06526860119048
2025-01-27,171.19259895833335
2025-01-28,51.87911532738095
2025-01-29,91.06543154761906
2025-01-30,42.94394196428571
2025-01-31,98.14173735119047
2025-02-01,257.1366889880953
2025-02-02,261.7371755952381
2025-02-03,239.54050297619045
2025-02-04,104.33496949404761
2025-02-05,63.405145833333336
2025-02-06,57.35660193452381
2025-02-07,28.041544642857144
2025-02-08,142.49432291666668
2025-02-09,68.13322991071429
2025-02-10,37.875667410714286
2025-02-11,21.17485119047619
2025-02-12,58.58258333333333
2025-02-13,28.99240773809524
2025-02-14,159.53277008928572
2025-02-15,146.0109270833333
2025-02-16,227.0188043154762
2025-02-17,326.4956175595238
2025-02-18,327.00697619047617
2025-02-19,225.36864136904765
2025-02-20,82.29332217261906
2025-02-21,174.49870907738097
2025-02-22,46.27793080357143
2025-02-23,311.2852388392857
2025-02-24,62.817386904761904
2025-02-25,118.88076711309523
2025-02-26,240.29248363095238
2025-02-27,130.43943080357144
2025-02-28,190.05244345238094
2025-03-01,132.19679092261904
2025-03-02,383.45362351190477
2025-03-03,391.8032834821429
2025-03-04,330.08763244047617
2025-03-05,353.9023787202381
2025-03-06,344.04554836309524
2025-03-07,344.0961369047619
2025-03-08,342.6671912202381
2025-03-09,332.48373214285715
2025-03-10,229.17674925595236
2025-03-11,68.43683482142858
2025-03-12,148.03256770833335
2025-03-13,162.6835930059524
2025-03-14,231.03641517857142
2025-03-15,249.37700372023812
2025-03-16,387.82804613095243
2025-03-17,191.205015625
2025-03-18,425.98513541666665
2025-03-19,406.29966145833333
2025-03-20,391.5346651785714
2025-03-21,300.6407321428572
2025-03-22,192.46110416666664
2025-03-23,253.0510007440476
2025-03-24,182.94029166666667
2025-03-25,293.9044992559524
2025-03-26,134.0083742559524
2025-03-27,426.25151785714286
2025-03-28,201.9978251488095
2025-03-29,375.4985513392857
2025-03-30,236.3843236607143
2025-03-31,373.3933601190476
2025-04-01,448.0113497023809
2025-04-02,443.2874501488095
2025-04-03,436.00490401785714
2025-04-04,450.914671875
2025-04-05,456.0513601190477
2025-04-06,482.50760565476185
2025-04-07,477.98491741071433
2025-04-08,465.7934248511905
2025-04-09,450.2000930059524
2025-04-10,329.07367782738095
2025-04-11,461.773244047619
2025-04-12,467.38124553571424
2025-04-13,178.9321949404762
2025-04-14,415.88709449404763
2025-04-15,220.114015625
2025-04-16,160.60189583333334
2025-04-17,164.2901294642857
2025-04-18,408.3474538690476
2025-04-19,429.9935796130953
2025-04-20,219.29634747023812
2025-04-21,224.6300305059524
2025-04-22,371.36848139880954
2025-04-23,129.9910863095238
2025-04-24,95.8326443452381
2025-04-25,299.58129464285713
2025-04-26,447.8364992559524
2025-04-27,492.7235029761905
2025-04-28,507.96905505952384
2025-04-29,512.3764702380953
2025-04-30,497.73689062500006
2025-05-01,485.1396056547619
2025-05-02,472.4473802083333
2025-05-03,264.8377738095238
2025-05-04,277.2190461309524
2025-05-05,305.715234375
2025-05-06,426.18992113095237
2025-05-07,278.2634456845238
2025-05-08,445.465896577381
2025-05-09,539.2954188988094
2025-05-10,537.3464791666667
2025-05-11,506.6319546130952
2025-05-12,477.32313392857145
2025-05-13,510.40836160714287
2025-05-14,502.7025915178572
2025-05-15,281.0560892857143
2025-05-16,507.8541919642857
2025-05-17,400.1932366071428
2025-05-18,190.57410342261906
2025-05-19,481.3344174107143
2025-05-20,472.50775744047615
2025-05-21,357.0095870535714
2025-05-22,297.2873058035714
2025-05-23,388.065453125
2025-05-24,131.33958705357142
2025-05-25,281.12964211309526
2025-05-26,322.52776116071425
2025-05-27,154.25556175595239
2025-05-28,288.4636956845238
2025-05-29,216.73339360119047
2025-05-30,443.7240602678571
2025-05-31,421.92750669642857
2025-06-01,332.44628348214286
2025-06-02,384.4946919642857
2025-06-03,422.4900744047619
2025-06-04,289.32088244047617
2025-06-05,230.19036532738096
2025-06-06,361.7776607142857
2025-06-07,274.1297232142857
2025-06-08,416.6677224025974
